Date,Country,cdd_sum_avg,cdd_sum_sum,avg_temp,avg_max_temp,avg_min_temp
2/1/00,Armenia,0,0,-5.830126778,-1.185359468,-10.28623217
2/1/00,Australia,230.5966487,2568385.473,26.67763191,31.92289938,22.10394525
2/1/00,Austria,0,0,0.109449939,3.925226043,-3.401061355
2/1/00,Azerbaijan,0.00519283,0.810081482,1.641883597,6.533093737,-2.824430763
2/1/00,Bangladesh,64.09705191,12114.34281,19.8684415,25.5607315,14.38713202
2/1/00,Belarus,0,0,-0.563126957,1.526561647,-3.314136418
2/1/00,Belgium,0,0,5.449409454,8.058236337,2.625995119
2/1/00,Belize,120.538338,3495.611801,22.81225369,27.08851643,19.13423663
2/1/00,Benin,230.7671476,34845.83929,26.98361013,33.13063887,20.83190687
2/1/00,Bhutan,0.136222576,7.900909424,-0.783706396,4.503467972,-6.376659047
2/1/00,Bolivia,130.4778925,191802.502,20.92565864,25.85486415,17.15779886
2/1/00,Bosnia and Herzegovina,0,0,1.643090195,5.953798936,-2.815622322
2/1/00,Botswana,132.5843733,110707.9517,23.47027382,27.9829857,19.87490959
2/1/00,Brazil,166.0658754,1888169.004,24.65906327,29.20871638,21.32216311
2/1/00,Brunei,192.5656106,2695.918549,25.64019476,29.35730512,23.20895985
2/1/00,Bulgaria,0,0,2.837354869,6.736636313,-1.236087728
2/1/00,Burkina Faso,185.6354655,66643.1321,25.16882673,31.52127182,18.33590009
2/1/00,Burundi,68.6769328,2128.984917,19.87456765,25.40518927,15.5871347
2/1/00,Cambodia,237.3997633,58400.34177,27.11613825,32.74338376,22.19776114
2/1/00,Cameroon,170.5347432,102150.3112,24.52445071,31.09046746,18.72195049
2/1/00,Canada,4.36E-05,1.192375183,-19.92993497,-15.66311288,-23.3811668
2/1/00,Central African Republic,218.0164573,177247.3798,26.30886537,33.91552058,19.41717568
2/1/00,Chad,109.0221675,186645.9507,20.17434373,27.42855912,13.46645194
2/1/00,Chile,13.96227289,19351.71022,11.62834481,16.12527077,7.741547622
2/1/00,China,0.699873105,10686.36244,-6.789624503,-1.322551392,-12.91426538
2/1/00,Colombia,159.2422277,239500.3104,23.75993773,28.47159113,20.13243741
2/1/00,Costa Rica,108.6002532,7927.818481,21.87236721,25.89914515,18.76333639
2/1/00,Croatia,0,0,4.481094251,8.995337554,0.171076049
2/1/00,Cuba,121.1996859,19391.94974,22.86358298,27.14901574,19.45726627
2/1/00,Cyprus,0,0,10.64745131,13.59669886,7.995232558
2/1/00,Czechia,0,0,2.264463306,4.965179758,-0.501616536
2/1/00,Democratic Republic of the Congo,142.3183474,431651.5477,23.58563245,28.85879439,20.00859567
2/1/00,Denmark,0,0,3.911147151,5.478506022,2.170103362
2/1/00,Djibouti,174.5820997,5237.46299,24.65177975,31.25582504,18.31114267
2/1/00,Dominican Republic,100.6225567,6641.088745,21.79439987,26.10654799,18.05457517
2/1/00,East Timor,166.4761549,3163.046944,24.73468359,27.70157734,22.66963397
2/1/00,Ecuador,93.08683379,30346.30782,20.05175797,23.95709607,17.2947277
2/1/00,Egypt,7.941044013,11800.3914,13.41509709,19.09945902,7.638189977
2/1/00,El Salvador,178.4657332,5175.506264,24.79369196,30.80285026,19.57508771
2/1/00,Equatorial Guinea,145.7342323,5537.900826,23.914802,28.66150961,20.95557519
2/1/00,Eritrea,163.2960546,26127.36873,23.87334825,30.63421242,18.22001649
2/1/00,Estonia,0,0,-1.041906407,0.862848428,-3.492517589
2/1/00,Ethiopia,176.1311979,263316.1409,24.19469234,31.66334955,16.63708081
2/1/00,Falkland Islands,0.002200977,0.081436157,10.50343586,12.45705507,8.732880489
2/1/00,Fiji,187.0280072,4862.728188,25.44924193,28.68669957,23.5761594
2/1/00,Finland,0,0,-6.661593188,-4.05792042,-9.848733596
2/1/00,France,14.50018316,16878.2132,8.128007123,11.70620625,4.792710889
2/1/00,French Southern and Antarctic Lands,0,0,6.269221346,8.401529749,4.021812558
2/1/00,Gabon,161.9533357,57007.57415,24.56865035,29.40572438,21.3023837
2/1/00,Gambia,234.4024473,4453.6465,27.02494993,34.2025543,21.17554715
2/1/00,Georgia,0,0,-3.426285266,1.235494273,-8.004006039
2/1/00,Germany,0,0,3.982551187,6.588838836,1.447874807
2/1/00,Ghana,250.559096,79928.35162,27.65078052,33.13823654,22.14135888
2/1/00,Greece,0.005182039,1.176322937,6.527065773,10.09281084,2.935456953
2/1/00,Greenland,0,0,-29.97044182,-27.46191068,-32.55742431
2/1/00,Guatemala,91.77108854,14132.74763,20.55850127,26.05192625,15.83898124
2/1/00,Guinea,201.2657583,63801.24539,25.64343616,32.77426786,18.79641247
2/1/00,Guinea-Bissau,241.3487015,12067.43507,27.26320297,34.6418446,21.11232327
2/1/00,Guyana,150.4443957,41522.65321,24.0854405,28.39140958,21.01755596
2/1/00,Haiti,119.5203039,4900.332458,22.80437451,26.71955164,19.41542579
2/1/00,Honduras,85.50292006,13081.94677,20.94984167,25.53513992,16.96442544
2/1/00,Hungary,0,0,3.418926532,7.426237539,-0.371397698
2/1/00,Iceland,0,0,-4.240861263,-1.892059341,-6.559873791
2/1/00,India,85.79293331,381950.1391,17.80311139,24.0064919,11.86829058
2/1/00,Indonesia,173.9231058,413936.9919,24.80717359,28.95796142,21.9765255
2/1/00,Iran,7.996030627,19902.12023,6.589713439,12.47048824,0.61894224
2/1/00,Iraq,5.235449808,3539.16407,10.5072042,16.42456654,4.808196665
2/1/00,Ireland,0,0,6.419974528,9.205105744,3.700464657
2/1/00,Israel,0.592716217,20.15235138,11.4603668,16.46837529,6.872766106
2/1/00,Italy,0.000812838,0.454376221,5.749846715,9.897255967,1.858519485
2/1/00,Ivory Coast,216.22464,93409.04448,26.4160549,32.51246757,20.25982023
2/1/00,Jamaica,130.9939448,1964.909172,23.42625211,26.91389605,20.29889386
2/1/00,Japan,0,0,-0.728238249,2.607268048,-3.812981493
2/1/00,Jordan,0.256710815,34.65596008,9.296341864,15.08810656,3.630224133
2/1/00,Kazakhstan,9.58E-05,0.507011414,-6.928794215,-2.92466679,-11.31594644
2/1/00,Kenya,231.0031882,176024.4294,26.53059219,33.32213906,20.05655283
2/1/00,Kosovo,0,0,1.626487633,5.777282772,-2.710337656
2/1/00,Kuwait,11.9918727,275.8130722,13.79139386,19.43411578,8.599356009
2/1/00,Kyrgyzstan,0,0,-12.37239735,-7.32836919,-17.7939501
2/1/00,Laos,90.83269688,28339.80143,19.81587742,26.31787428,14.46456652
2/1/00,Latvia,0,0,0.058262286,1.897885802,-2.316909748
2/1/00,Lebanon,0.010482311,0.16771698,6.088920005,10.69108522,1.837915752
2/1/00,Lesotho,29.1058424,1193.339539,16.34798269,22.50687125,11.81398413
2/1/00,Liberia,186.6783087,24454.85844,25.33877785,30.37663834,21.07148636
2/1/00,Libya,3.455061951,8295.603745,11.70855619,17.61758808,5.43563569
2/1/00,Lithuania,0,0,0.812053378,2.599905657,-1.458321422
2/1/00,Luxembourg,0,0,3.875246763,6.627730608,1.01001133
2/1/00,Madagascar,153.2266424,124113.5804,24.00356513,28.40172244,20.54419966
2/1/00,Malawi,122.4886544,17883.34354,22.74083258,26.73903323,19.88442961
2/1/00,Malaysia,170.3030774,74592.7479,24.79959642,29.15766982,21.94320841
2/1/00,Mali,118.2158465,198839.0538,21.84204311,28.54738188,14.95308332
2/1/00,Mauritania,113.9269822,166675.1749,21.5912487,28.07044599,15.54898274
2/1/00,Mexico,70.43273831,197493.3982,17.56873878,25.50936529,10.95837607
2/1/00,Moldova,0,0,1.505806306,4.62004327,-1.671470186
2/1/00,Mongolia,0,0,-15.27949217,-8.683434937,-21.93956607
2/1/00,Montenegro,0,0,0.602281845,4.449201157,-3.757543173
2/1/00,Morocco,29.09048694,25919.62387,14.96513973,21.69204143,9.056106002
2/1/00,Mozambique,178.6244728,197201.418,25.12197939,29.1748885,22.25702101
2/1/00,Myanmar,107.7924076,101217.0707,20.5043968,27.3343059,14.22209286
2/1/00,Namibia,144.2209738,165709.8989,23.33500027,29.14441067,18.52421481
2/1/00,Nepal,6.145149163,1370.368263,2.882256519,8.521432917,-3.735653209
2/1/00,Netherlands,0,0,5.830559294,7.907326779,3.574887988
2/1/00,New Caledonia,170.2900682,5619.57225,24.87207135,27.25736225,23.23988689
2/1/00,New Zealand,13.86595652,6655.65913,14.9184181,19.27197812,11.33641575
2/1/00,Nicaragua,142.4652912,24646.49538,23.76935225,27.64393825,20.43264325
2/1/00,Niger,58.86381975,94240.97543,17.84078403,24.70337693,11.15574804
2/1/00,Nigeria,199.9992419,239999.0903,25.4520896,32.33237158,19.02300703
2/1/00,North Korea,0,0,-9.154011752,-3.371804501,-15.32327518
2/1/00,North Macedonia,0,0,1.82006341,6.017334913,-2.509664602
2/1/00,Northern Cyprus,0,0,11.95681419,14.71687088,9.393899632
2/1/00,Norway,0,0,-8.461065166,-6.191976051,-11.13177214
2/1/00,Oman,102.4197865,44450.18736,21.45349046,27.96902109,14.75275035
2/1/00,Pakistan,25.61637985,33608.69036,9.156292935,15.5400752,2.619150949
2/1/00,Palestine,0.47228241,4.250541687,11.50192367,16.4427059,7.030889935
2/1/00,Panama,148.1057606,14662.4703,23.89059121,27.71571612,21.18295164
2/1/00,Papua New Guinea,162.1260736,95978.63555,24.07353549,28.61749378,20.79178715
2/1/00,Paraguay,244.3677238,138800.8671,27.38236767,32.98660116,22.77447535
2/1/00,Peru,97.50362183,168778.7694,18.66136532,23.3652983,15.53376056
2/1/00,Philippines,163.466564,64242.35965,24.57394933,27.42303532,22.40614359
2/1/00,Poland,0,0,2.527859167,4.893533371,0.048138688
2/1/00,Portugal,1.507642032,245.7456512,11.63691092,16.262629,7.824621619
2/1/00,Puerto Rico,122.0329631,1830.494446,23.16018524,26.33520215,20.58255641
2/1/00,Qatar,33.54571546,503.1857319,17.59294128,22.37859866,13.32442392
2/1/00,Republic of Serbia,0,0,2.68217942,6.941100478,-1.696983536
2/1/00,Republic of the Congo,163.590675,72961.44103,24.60670503,29.84379839,20.96619534
2/1/00,Romania,0,0,1.023464252,4.776285615,-2.802100625
2/1/00,Russia,0,0,-19.83318974,-16.31243366,-23.62112528
2/1/00,Rwanda,61.22055349,1897.837158,19.07604116,24.90250643,14.27112229
2/1/00,Saudi Arabia,53.88389106,147156.9065,16.88072667,23.54323035,10.22142171
2/1/00,Senegal,235.81299,61547.1904,27.01867673,34.12603352,21.0041054
2/1/00,Sierra Leone,212.1577885,20791.46327,26.20518338,32.44520316,20.90358098
2/1/00,Slovakia,0,0,0.607752674,3.764405707,-2.921194662
2/1/00,Slovenia,0,0,3.025339375,7.835847325,-1.295999907
2/1/00,Solomon Islands,206.2625441,6806.663956,26.1125012,27.94132857,24.72070925
2/1/00,Somalia,220.739861,141714.9908,26.31198914,33.36755646,20.42191319
2/1/00,Somaliland,120.0246985,26045.35958,22.0936744,29.0632818,15.24401254
2/1/00,South Africa,122.9056225,222459.1767,22.2898972,27.97927234,17.91016723
2/1/00,South Korea,0,0,-1.124185552,3.443792599,-5.350970986
2/1/00,South Sudan,290.9812886,238022.6941,28.99165779,35.93907665,22.96484381
2/1/00,Spain,1.346476264,1143.158348,9.687083057,15.28272115,4.596928818
2/1/00,Sri Lanka,174.6438775,14670.08571,24.99030878,28.43282868,22.13611578
2/1/00,Sudan,121.0842389,306100.9559,21.22673995,28.18768787,14.79554259
2/1/00,Suriname,157.0957037,29691.088,24.41687494,28.62260169,21.58796333
2/1/00,Sweden,0,0,-4.388040823,-1.783980381,-7.579200686
2/1/00,Switzerland,0,0,-0.955887327,2.708175582,-4.290177772
2/1/00,Syria,0.210265674,62.02837372,7.843745028,13.30512897,2.817300607
2/1/00,Taiwan,8.17943573,417.1512222,14.41673441,17.00154561,12.383896
2/1/00,Tajikistan,0.000142012,0.033088684,-13.69872885,-8.799718343,-19.14776399
2/1/00,Thailand,180.2323614,123639.3999,24.55774347,31.00573496,19.01447991
2/1/00,The Bahamas,68.24649429,1569.669369,21.26958267,22.46986149,20.30295505
2/1/00,Togo,240.3051773,19464.71936,27.32042459,33.36249283,21.09438213
